,hbaro_m,hdot_1_mps,flap_te_pos,gs_dev_ddm,gs_mps,loc_dev_ddm,lg_squat_mr,n11_rpm,n12_rpm,n13_rpm,n14_rpm,theta_rad,hralt_m,tas_mps,chi_rad,file
96812,998.5248,-8.69696,,,117.228015,,,41.125,34.5625,39.6875,40.4375,0.0182154866276622,816.864,131.889555,-1.03444784985262,686200104121532.csv
96813,,,,,,,,,,,,,,,,686200104121532.csv
96814,,,,,,,,,,,,0.0191741959026456,816.864,,,686200104121532.csv
96815,,,,,,,,,,,,,,,,686200104121532.csv
96816,997.9152,-6.25856,78.0,0.10530000180006,116.970795,0.252447992563248,0.0,41.0625,34.5,39.6875,40.4375,0.0199411637387514,816.864,131.6644875,-1.03732406506258,686200104121532.csv
96817,,,,,,,,,,,,,,,,686200104121532.csv
96818,,,,,,,,,,,,0.0205163901359797,816.864,,,686200104121532.csv
96819,,,,,,,,,,,,,,,,686200104121532.csv
96820,996.0864,-6.99008,,,116.713575,,,41.0625,34.5,39.71875,40.46875,0.0214750994109631,816.864,131.69664,-1.03952903023211,686200104121532.csv
96821,,,,,,,,,,,,,,,,686200104121532.csv
96822,,,,,,,,,,,,0.0226255522054195,816.864,,,686200104121532.csv
96823,,,,,,,,,,,,,,,,686200104121532.csv
96824,994.8672,-5.93344,,,116.713575,,0.0,41.03125,34.46875,39.71875,40.46875,0.0235842614804029,813.816,131.31081,-1.04173412855975,686200104121532.csv
96825,,,,,,,,,,,,,,,,686200104121532.csv
96826,,,,,,,,,,,,0.0245429707553864,816.864,,,686200104121532.csv
96827,,,,,,,,,,,,,,,,686200104121532.csv
96828,992.4288,-7.07136,,,116.52066,,,41.0,34.4375,39.6875,40.46875,0.0253099385914922,813.816,130.3140825,-1.04393909372927,686200104121532.csv
96829,,,,,,,,,,,,,,,,686200104121532.csv
96830,,,,,,,,,,,,0.0258851649887204,813.816,,,686200104121532.csv
96831,,,,,,,,,,,,,,,,686200104121532.csv
96832,990.9048,-7.15264,78.0,0.0932099968194962,116.26344,0.256955981254578,0.0,41.0,34.4375,39.625,40.46875,0.0266521328248262,810.768,130.089015,-1.04643168041979,686200104121532.csv
96833,,,,,,,,,,,,,,,,686200104121532.csv
96834,,,,,,,,,,,,0.0276108420998097,810.768,,,686200104121532.csv
96835,,,,,,,,,,,,,,,,686200104121532.csv
96836,989.076,-6.74624,,,116.26344,,,41.0,34.40625,39.625,40.4375,0.0289530363331437,810.768,130.3140825,-1.04844503106677,686200104121532.csv
96837,,,,,,,,,,,,,,,,686200104121532.csv
96838,,,,,,,,,,,,0.0299117456081271,807.72,,,686200104121532.csv
96839,,,,,,,,,,,,,,,,686200104121532.csv
96840,988.7712,-5.2832,,,115.941915,,0.0,41.03125,34.40625,39.625,40.40625,0.0310621963219881,807.72,129.7353375,-1.05036250787341,686200104121532.csv
96841,,,,,,,,,,,,,,,,686200104121532.csv
96842,,,,,,,,,,,,0.032020907677567,807.72,,,686200104121532.csv
96843,,,,,,,,,,,,,,,,686200104121532.csv
96844,987.552,-5.52704,,,115.941915,,,41.03125,34.4375,39.625,40.34375,0.0327878755136728,804.672,129.703185,-1.05256747304293,686200104121532.csv
96845,,,,,,,,,,,,,,,,686200104121532.csv
96846,,,,,,,,,,,,0.033171358391428,804.672,,,686200104121532.csv
96847,,,,,,,,,,,,,,,,686200104121532.csv
96848,985.1136,-6.01472,78.0,0.0546000003814697,115.749,0.255779981613159,0.0,41.0625,34.4375,39.625,40.34375,0.0333631019109011,801.624,129.6067275,-1.05419732832858,686200104121532.csv
96849,,,,,,,,,,,,,,,,686200104121532.csv
96850,,,,,,,,,,,,0.0337465847886562,801.624,,,686200104121532.csv
96851,,,,,,,,,,,,,,,,686200104121532.csv
96852,983.2848,-6.25856,,,115.49178,,,41.0625,34.4375,39.5625,40.34375,0.0345135526247621,801.624,129.060135,-1.05582705045611,686200104121532.csv
96853,,,,,,,,,,,,,,,,686200104121532.csv
96854,,,,,,,,,,,,0.035472263980341,801.624,,,686200104121532.csv
96855,,,,,,,,,,,,,,,,686200104121532.csv
96856,982.3704,-5.77088,,,115.49178,,0.0,41.0625,34.4375,39.5625,40.40625,0.0366227126136065,801.624,129.7996425,-1.05755277958209,686200104121532.csv
96857,,,,,,,,,,,,,,,,686200104121532.csv
96858,,,,,,,,,,,,0.037964908927536,798.576,,,686200104121532.csv
96859,,,,,,,,,,,,,,,,686200104121532.csv
96860,981.1512,-5.52704,,,115.23456,,,41.03125,34.4375,39.5625,40.40625,0.0393071010802746,798.576,129.12444,-1.05937438254839,686200104121532.csv
96861,,,,,,,,,,,,,,,,686200104121532.csv
96862,,,,,,,,,,,,0.040265810355258,801.624,,,686200104121532.csv
96863,,,,,,,,,,,,,,,,686200104121532.csv
96864,979.6272,-5.52704,78.0,0.0971100032329559,114.97734,0.251859992742538,0.0,41.0,34.4375,39.5625,40.40625,0.0414162631497145,804.672,128.7064575,-1.06090823083559,686200104121532.csv
96865,,,,,,,,,,,,,,,,686200104121532.csv
96866,,,,,,,,,,,,0.042566715944171,810.768,,,686200104121532.csv
96867,,,,,,,,,,,,,,,,686200104121532.csv
96868,978.7128,-4.8768,,,114.97734,,,40.90625,34.40625,39.5625,40.34375,0.0437171645774364,810.768,128.7707625,-1.06263395996157,686200104121532.csv
96869,,,,,,,,,,,,,,,,686200104121532.csv
96870,,,,,,,,,,,,0.0442923909746647,813.816,,,686200104121532.csv
96871,,,,,,,,,,,,,,,,686200104121532.csv
96872,977.7984,-4.8768,,,114.655815,,0.0,40.875,34.34375,39.5625,40.3125,0.0446758780136108,816.864,128.931525,-1.06397619372622,686200104121532.csv
96873,,,,,,,,,,,,,,,,686200104121532.csv
96874,,,,,,,,,,,,0.045059360891366,816.864,,,686200104121532.csv
96875,,,,,,,,,,,,,,,,686200104121532.csv
96876,975.9696,-4.71424,,,114.655815,,,40.875,34.3125,39.5625,40.28125,0.0456345872885943,813.816,127.6132725,-1.06541416817309,686200104121532.csv
96877,,,,,,,,,,,,,,,,686200104121532.csv
96878,,,,,,,,,,,,0.0460180701663494,816.864,,,686200104121532.csv
96879,,,,,,,,,,,,,,,,686200104121532.csv
96880,975.6648,-3.82016,78.0,0.0920400023460388,114.33429,0.25382000207901,0.0,40.875,34.3125,39.5,40.28125,0.0464015530441046,816.864,127.0988325,-1.06637290657641,686200104121532.csv
96881,,,,,,,,,,,,,,,,686200104121532.csv
96882,,,,,,,,,,,,0.0467850359218597,819.912,,,686200104121532.csv
96883,,,,,,,,,,,,,,,,686200104121532.csv
96884,974.4456,-3.73888,,,114.012765,,,40.90625,34.3125,39.5,40.28125,0.0469767794413328,819.912,126.68085,-1.06742751882006,686200104121532.csv
96885,,,,,,,,,,,,,,,,686200104121532.csv
96886,,,,,,,,,,,,0.0475520058385611,819.912,,,686200104121532.csv
96887,,,,,,,,,,,,,,,,686200104121532.csv
96888,973.836,-3.6576,,,114.012765,,0.0,40.9375,34.3125,39.46875,40.28125,0.0485107151135445,819.912,126.745155,-1.06857800490405,686200104121532.csv
96889,,,,,,,,,,,,,,,,686200104121532.csv
96890,,,,,,,,,,,,0.0492776850302458,819.912,,,686200104121532.csv
96891,,,,,,,,,,,,,,,,686200104121532.csv
96892,973.836,-2.27584,,,113.69124,,,40.9375,34.3125,39.46875,40.3125,0.0500446507857561,819.912,127.130985,-1.07001597935091,686200104121532.csv
96893,,,,,,,,,,,,,,,,686200104121532.csv
96894,,,,,,,,,,,,0.0508116207024574,819.912,,,686200104121532.csv
96895,,,,,,,,,,,,,,,,686200104121532.csv
96896,972.0072,-3.2512,78.0,0.0659099966287613,113.43402,0.25382000207901,0.0,40.9375,34.21875,39.46875,40.3125,0.0511951035802126,819.912,127.5489675,-1.07135821311556,686200104121532.csv
96897,,,,,,,,,,,,,,,,686200104121532.csv
96898,,,,,,,,,,,,0.0517703299774408,816.864,,,686200104121532.csv
96899,,,,,,,,,,,,,,,,686200104121532.csv
96900,971.7024,-3.2512,,,113.43402,,,40.9375,34.1875,39.46875,40.28125,0.052153812855196,813.816,127.130985,-1.07279632072054,686200104121532.csv
96901,,,,,,,,,,,,,,,,686200104121532.csv
96902,,,,,,,,,,,,0.0523455563746691,804.672,,,686200104121532.csv
96903,,,,,,,,,,,,,,,,686200104121532.csv
96904,969.264,-5.12064,,,113.1768,,0.0,40.90625,34.1875,39.46875,40.21875,0.0529207786107063,801.624,127.45251,-1.07404254748675,686200104121532.csv
96905,,,,,,,,,,,,,,,,686200104121532.csv
96906,,,,,,,,,,,,0.0536877485274077,798.576,,,686200104121532.csv
96907,,,,,,,,,,,,,,,,686200104121532.csv
96908,968.6544,-5.36448,,,113.1768,,,40.875,34.15625,39.4375,40.1875,0.0542629749246359,798.576,127.1631375,-1.07548065509173,686200104121532.csv
96909,,,,,,,,,,,,,,,,686200104121532.csv
96910,,,,,,,,,,,,0.0552216841996193,798.576,,,686200104121532.csv
96911,,,,,,,,,,,,,,,,686200104121532.csv
96912,967.74,-3.98272,78.0,0.0783900022506714,112.855275,0.251271992921829,0.0,40.875,34.15625,39.4375,40.1875,0.0563721369940758,795.528,126.29502,-1.07663114117571,686200104121532.csv
96913,,,,,,,,,,,,,,,,686200104121532.csv
96914,,,,,,,,,,,,0.0579060726662874,795.528,,,686200104121532.csv
96915,,,,,,,,,,,,,,,,686200104121532.csv
96916,968.0448,-2.92608,,,112.469445,,,40.875,34.15625,39.4375,40.21875,0.0596317476967812,795.528,126.1342575,-1.07778149410159,686200104121532.csv
96917,,,,,,,,,,,,,,,,686200104121532.csv
96918,,,,,,,,,,,,0.061549170407939,789.432,,,686200104121532.csv
96919,,,,,,,,,,,,,,,,686200104121532.csv
96920,970.1784,1.6256,,,112.469445,,0.0,40.84375,34.1875,39.4375,40.21875,0.0642335547134161,786.384,126.4557825,-1.07921960170657,686200104121532.csv
96921,,,,,,,,,,,,,,,,686200104121532.csv
96922,,,,,,,,,,,,0.0661509774245739,783.336,,,686200104121532.csv
96923,,,,,,,,,,,,,,,,686200104121532.csv
96924,969.8736,2.27584,,,112.083615,,,40.84375,34.1875,39.4375,40.28125,0.0667262038218021,786.384,125.90919,-1.08056183547121,686200104121532.csv
96925,,,,,,,,,,,,,,,,686200104121532.csv
96926,,,,,,,,,,,,0.066342716782856,786.384,,,686200104121532.csv
96927,,,,,,,,,,,,,,,,686200104121532.csv
96928,967.1304,-1.70688,79.0,0.0990599989891052,111.76209,0.252644002437592,0.0,40.84375,34.1875,39.40625,40.28125,0.0650005246301174,783.336,125.4912075,-1.0814247000342,686200104121532.csv
96929,,,,,,,,,,,,,,,,686200104121532.csv
96930,,,,,,,,,,,,0.0632748454384327,783.336,,,686200104121532.csv
96931,,,,,,,,,,,,,,,,686200104121532.csv
96932,964.692,-6.096,,,111.76209,,,40.78125,34.1875,39.40625,40.21875,0.0621243926439762,783.336,125.0410725,-1.08180819539553,686200104121532.csv
96933,,,,,,,,,,,,,,,,686200104121532.csv
96934,,,,,,,,,,,,0.061549170407939,780.288,,,686200104121532.csv
96935,,,,,,,,,,,,,,,,686200104121532.csv
96936,963.7776,-6.82752,,,111.440565,,0.0,40.78125,34.15625,39.40625,40.1875,0.061549170407939,783.336,124.8481575,-1.08190406923586,686200104121532.csv
96937,,,,,,,,,,,,,,,,686200104121532.csv
96938,,,,,,,,,,,,0.0623161361634493,783.336,,,686200104121532.csv
96939,,,,,,,,,,,,,,,,686200104121532.csv
96940,964.9968,-2.8448,,,111.440565,,,40.75,34.15625,39.40625,40.1875,0.0634665889579058,783.336,124.62309,-1.08190406923586,686200104121532.csv
96941,,,,,,,,,,,,,,,,686200104121532.csv
96942,,,,,,,,,,,,0.0648087811106444,783.336,,,686200104121532.csv
96943,,,,,,,,,,,,,,,,686200104121532.csv
96944,967.1304,2.032,79.0,0.100620001554489,111.11904,0.249703988432884,0.0,40.75,34.15625,39.40625,40.21875,0.066342716782856,786.384,125.1696825,-1.0819999430762,686200104121532.csv
96945,,,,,,,,,,,,,,,,686200104121532.csv
96946,,,,,,,,,,,,0.0676849130967856,786.384,,,686200104121532.csv
96947,,,,,,,,,,,,,,,,686200104121532.csv
96948,965.3016,0.0,,,110.86182,,,40.75,34.15625,39.34375,40.21875,0.0682601353328228,786.384,125.13753,-1.08190406923586,686200104121532.csv
96949,,,,,,,,,,,,,,,,686200104121532.csv
96950,,,,,,,,,,,,0.0684518788522959,789.432,,,686200104121532.csv
96951,,,,,,,,,,,,,,,,686200104121532.csv
96952,965.9112,-0.4064,,,110.86182,,0.0,40.75,34.15625,39.34375,40.21875,0.068643622371769,789.432,125.26614,-1.08190406923586,686200104121532.csv
96953,,,,,,,,,,,,,,,,686200104121532.csv
96954,,,,,,,,,,,,0.0690271052495241,789.432,,,686200104121532.csv
96955,,,,,,,,,,,,,,,,686200104121532.csv
96956,965.9112,0.24384,,,110.411685,,,40.75,34.125,39.40625,40.1875,0.0699858145245075,789.432,124.7517,-1.08247917911974,686200104121532.csv
96957,,,,,,,,,,,,,,,,686200104121532.csv
96958,,,,,,,,,,,,0.0703693015634537,789.432,,,686200104121532.csv
96959,,,,,,,,,,,,,,,,686200104121532.csv
96960,966.5208,1.05664,78.0,0.0998400002717972,110.025855,0.249899998307228,0.0,40.75,34.125,39.40625,40.1875,0.0703693015634537,789.432,123.787125,-1.0829585483214,686200104121532.csv
96961,,,,,,,,,,,,,,,,686200104121532.csv
96962,,,,,,,,,,,,0.0697940751662254,786.384,,,686200104121532.csv
96963,,,,,,,,,,,,,,,,686200104121532.csv
96964,964.9968,-0.89408,,,110.025855,,,40.75,34.125,39.40625,40.15625,0.068643622371769,786.384,124.1408025,-1.08315029600207,686200104121532.csv
96965,,,,,,,,,,,,,,,,686200104121532.csv
96966,,,,,,,,,,,,0.0673014260578394,786.384,,,686200104121532.csv
96967,,,,,,,,,,,,,,,,686200104121532.csv
96968,963.7776,-2.68224,,,109.70433,,0.0,40.75,34.03125,39.34375,40.15625,0.0657674903856278,786.384,123.658515,-1.0832461698424,686200104121532.csv
96969,,,,,,,,,,,,,,,,686200104121532.csv
96970,,,,,,,,,,,,0.0644252982328892,783.336,,,686200104121532.csv
96971,,,,,,,,,,,,,,,,686200104121532.csv
103404,998.8296,-10.64768,,,144.30042,,,36.125,35.34375,35.0625,35.875,-0.004601822,941.832,138.191445,2.716504306,686200104121245.csv
103405,,,,,,,,,,,,,,,,686200104121245.csv
103406,,,,,,,,,,,,-0.003834864,941.832,,,686200104121245.csv
103407,,,,,,,,,,,,,,,,686200104121245.csv
103408,998.8296,-8.69696,78.0,0.18096,144.107505,0.307327986,0.0,36.15625,35.34375,35.0625,35.875,-0.002492664,941.832,139.67046,2.711710614,686200104121245.csv
103409,,,,,,,,,,,,,,,,686200104121245.csv
103410,,,,,,,,,,,,-0.001725673,938.784,,,686200104121245.csv
103411,,,,,,,,,,,,,,,,686200104121245.csv
103412,995.7816,-7.3152,,,143.978895,,,36.15625,35.34375,35.0625,35.875,-0.001725673,938.784,138.8666475,2.707204809,686200104121245.csv
103413,,,,,,,,,,,,,,,,686200104121245.csv
103414,,,,,,,,,,,,-0.002109169,938.784,,,686200104121245.csv
103415,,,,,,,,,,,,,,,,686200104121245.csv
103416,993.9528,-7.88416,,,143.978895,,0.0,36.15625,35.3125,35.0625,35.875,-0.002109169,938.784,138.6737325,2.703082234,686200104121245.csv
103417,,,,,,,,,,,,,,,,686200104121245.csv
103418,,,,,,,,,,,,-0.002109169,938.784,,,686200104121245.csv
103419,,,,,,,,,,,,,,,,686200104121245.csv
103420,989.3808,-10.81024,,,143.850285,,,36.15625,35.3125,35.0625,35.875,-0.001533959,938.784,137.7091575,2.699247547,686200104121245.csv
103421,,,,,,,,,,,,,,,,686200104121245.csv
103422,,,,,,,,,,,,-0.001342211,938.784,,,686200104121245.csv
103423,,,,,,,,,,,,,,,,686200104121245.csv
103424,986.028,-12.51712,79.0,0.189150006,143.721675,0.309287995,0.0,36.15625,35.3125,35.0625,35.875,-0.000958716,938.784,137.7091575,2.694933224,686200104121245.csv
103425,,,,,,,,,,,,,,,,686200104121245.csv
103426,,,,,,,,,,,,-0.000191758,938.784,,,686200104121245.csv
103427,,,,,,,,,,,,,,,,686200104121245.csv
103428,983.5896,-12.02944,,,143.721675,,,36.15625,35.34375,35.03125,35.84375,0.00095871,938.784,137.4519375,2.691769388,686200104121245.csv
103429,,,,,,,,,,,,,,,,686200104121245.csv
103430,,,,,,,,,,,,0.002300904,935.736,,,686200104121245.csv
103431,,,,,,,,,,,,,,,,686200104121245.csv
103432,982.3704,-9.67232,,,143.52876,,0.0,36.125,35.34375,35.03125,35.84375,0.004410065,935.736,136.84104,2.688605817,686200104121245.csv
103433,,,,,,,,,,,,,,,,686200104121245.csv
103434,,,,,,,,,,,,0.005368775,935.736,,,686200104121245.csv
103435,,,,,,,,,,,,,,,,686200104121245.csv
103436,982.6752,-6.01472,,,143.335845,,,36.125,35.40625,35.03125,35.84375,0.005368775,935.736,136.005075,2.685346107,686200104121245.csv
103437,,,,,,,,,,,,,,,,686200104121245.csv
103438,,,,,,,,,,,,0.004410065,938.784,,,686200104121245.csv
103439,,,,,,,,,,,,,,,,686200104121245.csv
103440,982.0656,-4.4704,78.0,0.193829998,143.335845,0.310267985,0.0,36.0625,35.40625,35.03125,35.84375,0.003834839,938.784,136.2944475,2.681894648,686200104121245.csv
103441,,,,,,,,,,,,,,,,686200104121245.csv
103442,,,,,,,,,,,,0.003259613,941.832,,,686200104121245.csv
103443,,,,,,,,,,,,,,,,686200104121245.csv
103444,979.3224,-5.60832,,,143.01432,,,36.0625,35.34375,35.0,35.84375,0.002876129,938.784,136.4873625,2.679402195,686200104121245.csv
103445,,,,,,,,,,,,,,,,686200104121245.csv
103446,,,,,,,,,,,,0.002300904,938.784,,,686200104121245.csv
103447,,,,,,,,,,,,,,,,686200104121245.csv
103448,975.0552,-9.83488,,,143.01432,,0.0,36.03125,35.3125,35.0,35.84375,0.002109162,932.688,136.519515,2.677101223,686200104121245.csv
103449,,,,,,,,,,,,,,,,686200104121245.csv
103450,,,,,,,,,,,,0.002300904,923.544,,,686200104121245.csv
103451,,,,,,,,,,,,,,,,686200104121245.csv
103452,972.0072,-11.86688,,,142.7571,,,36.03125,35.3125,35.03125,35.84375,0.002300904,920.496,135.94077,2.674608503,686200104121245.csv
103453,,,,,,,,,,,,,,,,686200104121245.csv
103454,,,,,,,,,,,,0.00191742,920.496,,,686200104121245.csv
103455,,,,,,,,,,,,,,,,686200104121245.csv
103456,972.312,-7.7216,78.0,0.186419994,142.49988,0.314971983,0.0,36.03125,35.28125,35.03125,35.84375,0.001150452,920.496,136.06938,2.671157311,686200104121245.csv
103457,,,,,,,,,,,,,,,,686200104121245.csv
103458,,,,,,,,,,,,-0.000191758,920.496,,,686200104121245.csv
103459,,,,,,,,,,,,,,,,686200104121245.csv
103460,971.3976,-5.12064,,,142.49988,,,36.03125,35.28125,35.03125,35.84375,-0.001917421,917.448,136.1015325,2.668568717,686200104121245.csv
103461,,,,,,,,,,,,,,,,686200104121245.csv
103462,,,,,,,,,,,,-0.003834864,917.448,,,686200104121245.csv
103463,,,,,,,,,,,,,,,,686200104121245.csv
103464,969.264,-5.85216,,,142.306965,,0.0,36.0,35.21875,35.03125,35.84375,-0.005368779,917.448,135.876465,2.666459493,686200104121245.csv
103465,,,,,,,,,,,,,,,,686200104121245.csv
103466,,,,,,,,,,,,-0.006327484,917.448,,,686200104121245.csv
103467,,,,,,,,,,,,,,,,686200104121245.csv
103468,967.74,-6.01472,,,141.98544,,,36.0,35.1875,35.03125,35.78125,-0.007094475,917.448,136.519515,2.664446142,686200104121245.csv
103469,,,,,,,,,,,,,,,,686200104121245.csv
103470,,,,,,,,,,,,-0.007669685,917.448,,,686200104121245.csv
103471,,,,,,,,,,,,,,,,686200104121245.csv
103472,966.216,-6.25856,78.0,0.192269996,141.98544,0.317128003,0.0,36.0,35.1875,35.03125,35.78125,-0.008244928,917.448,136.0372275,2.661953688,686200104121245.csv
103473,,,,,,,,,,,,,,,,686200104121245.csv
103474,,,,,,,,,,,,-0.008820138,920.496,,,686200104121245.csv
103475,,,,,,,,,,,,,,,,686200104121245.csv
103476,962.8632,-8.69696,,,141.72822,,,36.0,35.1875,35.03125,35.78125,-0.009203633,920.496,136.1015325,2.659844464,686200104121245.csv
103477,,,,,,,,,,,,,,,,686200104121245.csv
103478,,,,,,,,,,,,-0.009395381,920.496,,,686200104121245.csv
103479,,,,,,,,,,,,,,,,686200104121245.csv
103480,961.9488,-8.04672,,,141.72822,,0.0,36.0,35.1875,35.03125,35.78125,-0.009011885,920.496,135.619245,2.658022861,686200104121245.csv
103481,,,,,,,,,,,,,,,,686200104121245.csv
103482,,,,,,,,,,,,-0.008436642,917.448,,,686200104121245.csv
103483,,,,,,,,,,,,,,,,686200104121245.csv
103484,960.12,-6.99008,,,141.471,,,36.0,35.1875,35.03125,35.78125,-0.008244928,917.448,135.233415,2.656297132,686200104121245.csv
103485,,,,,,,,,,,,,,,,686200104121245.csv
103486,,,,,,,,,,,,-0.00805318,917.448,,,686200104121245.csv
103487,,,,,,,,,,,,,,,,686200104121245.csv
103488,958.9008,-6.82752,78.0,0.186419994,141.149475,0.317128003,0.0,36.0,35.1875,35.03125,35.84375,-0.00805318,914.4,134.9440425,2.654284048,686200104121245.csv
103489,,,,,,,,,,,,,,,,686200104121245.csv
103490,,,,,,,,,,,,-0.00805318,914.4,,,686200104121245.csv
103491,,,,,,,,,,,,,,,,686200104121245.csv
103492,956.7672,-6.9088,,,141.149475,,,36.0,35.21875,35.03125,35.84375,-0.008436642,911.352,135.104805,2.652366571,686200104121245.csv
103493,,,,,,,,,,,,,,,,686200104121245.csv
103494,,,,,,,,,,,,-0.009011885,911.352,,,686200104121245.csv
103495,,,,,,,,,,,,,,,,686200104121245.csv
103496,954.3288,-7.88416,,,140.82795,,0.0,36.0,35.21875,35.03125,35.84375,-0.009778843,908.304,134.65467,2.650736715,686200104121245.csv
103497,,,,,,,,,,,,,,,,686200104121245.csv
103498,,,,,,,,,,,,-0.010545834,908.304,,,686200104121245.csv
103499,,,,,,,,,,,,,,,,686200104121245.csv
103500,950.976,-10.32256,,,140.57073,,,36.0,35.21875,35.0,35.78125,-0.011696286,905.256,134.333145,2.649010986,686200104121245.csv
103501,,,,,,,,,,,,,,,,686200104121245.csv
103502,,,,,,,,,,,,-0.013038454,902.208,,,686200104121245.csv
103503,,,,,,,,,,,,,,,,686200104121245.csv
103504,949.1472,-9.67232,78.0,0.19032,140.57073,0.318499982,0.0,36.0,35.1875,35.0,35.78125,-0.013997159,899.16,134.4296025,2.647189383,686200104121245.csv
103505,,,,,,,,,,,,,,,,686200104121245.csv
103506,,,,,,,,,,,,-0.014188906,896.112,,,686200104121245.csv
103507,,,,,,,,,,,,,,,,686200104121245.csv
103508,948.2328,-7.88416,,,140.31351,,,35.9375,35.1875,35.0,35.78125,-0.014188906,896.112,133.690095,2.645751542,686200104121245.csv
103509,,,,,,,,,,,,,,,,686200104121245.csv
103510,,,,,,,,,,,,-0.013997159,893.064,,,686200104121245.csv
103511,,,,,,,,,,,,,,,,686200104121245.csv
103512,946.0992,-7.39648,,,140.31351,,0.0,35.9375,35.1875,35.0,35.78125,-0.013805444,890.016,132.98274,2.644505182,686200104121245.csv
